case_id,alert_type,failed_login_count,successful_login,new_ip,location_change,login_location,endpoint_anomaly,email_anomaly,cloud_anomaly,previous_incident,evidence_missing,evidence_conflict,risk_score,risk_level,investigation_steps,containment_decision,investigation_status,case_outcome
CASE-1523,Endpoint Malware,2,1,1,0,Chennai,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1524,Suspicious Login,6,1,1,0,Delhi,0,1,1,0,0,1,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,MANUAL REVIEW - Conflicting Evidence,Escalated Incident
CASE-1525,Phishing Email,1,0,0,1,Bangalore,1,0,0,0,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1526,Suspicious Login,2,0,1,1,Unknown,1,1,0,1,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Confirmed Incident
CASE-1527,Phishing Email,1,0,0,1,Mumbai,0,1,1,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1528,Suspicious Login,3,1,1,0,Mumbai,0,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1529,Suspicious Login,3,0,0,0,Unknown,0,1,0,1,0,0,15,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1530,Cloud Account Anomaly,2,1,0,0,Bangalore,0,0,0,1,1,0,10,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1531,Endpoint Malware,4,0,1,1,Mumbai,1,1,1,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Escalated Incident
CASE-1532,Endpoint Malware,2,1,0,0,Mumbai,0,1,0,0,0,0,20,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1533,Phishing Email,3,0,0,1,Chennai,1,1,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1534,Phishing Email,2,0,0,0,Hyderabad,0,0,1,0,0,1,10,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1535,Endpoint Malware,2,0,1,0,Hyderabad,1,0,1,0,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-1536,Cloud Account Anomaly,1,0,1,1,Delhi,0,1,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1537,Suspicious Login,3,0,1,0,Bangalore,1,0,0,1,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1538,Phishing Email,3,1,1,0,Bangalore,0,0,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1539,Endpoint Malware,2,1,0,0,Mumbai,0,0,0,1,0,0,15,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1540,Cloud Account Anomaly,0,1,0,0,Chennai,0,0,1,1,0,1,25,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1541,Endpoint Malware,1,0,0,0,Bangalore,0,0,1,0,0,0,10,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1542,Cloud Account Anomaly,1,1,1,0,Delhi,0,0,1,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1543,Phishing Email,5,0,1,1,Delhi,1,0,0,0,0,1,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-1544,Cloud Account Anomaly,1,1,1,1,Hyderabad,0,0,0,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1545,Suspicious Login,3,1,0,1,Mumbai,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1546,Endpoint Malware,2,1,0,1,Delhi,1,0,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1547,Suspicious Login,3,0,1,1,Bangalore,1,1,1,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Escalated Incident
CASE-1548,Suspicious Login,4,1,1,1,Delhi,0,1,1,1,0,1,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,MANUAL REVIEW - Conflicting Evidence,Escalated Incident
CASE-1549,Cloud Account Anomaly,3,0,1,0,Bangalore,0,1,1,0,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1550,Cloud Account Anomaly,3,0,0,0,Bangalore,1,0,1,0,0,0,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1551,Phishing Email,2,0,1,0,Hyderabad,1,1,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1552,Cloud Account Anomaly,3,0,1,0,Hyderabad,0,1,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1553,Phishing Email,2,0,0,1,Bangalore,1,0,1,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1554,Endpoint Malware,2,1,0,0,Chennai,0,0,0,1,1,0,10,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1555,Phishing Email,5,1,1,1,Unknown,1,1,1,1,1,0,95,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,BLOCKED - Missing Evidence,Escalated Incident
CASE-1556,Phishing Email,4,0,1,0,Chennai,1,1,1,1,1,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1557,Cloud Account Anomaly,1,0,1,0,Hyderabad,0,0,1,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1558,Phishing Email,2,1,0,1,Delhi,0,1,0,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1559,Phishing Email,3,1,0,0,Mumbai,0,0,1,1,0,0,25,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1560,Suspicious Login,2,1,0,1,Delhi,0,1,0,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1561,Suspicious Login,2,1,1,1,Bangalore,0,0,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-1562,Suspicious Login,0,0,0,0,Mumbai,1,1,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1563,Cloud Account Anomaly,3,0,1,1,Mumbai,0,0,1,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1564,Phishing Email,2,1,0,0,Unknown,1,0,0,0,1,0,20,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1565,Endpoint Malware,3,0,1,1,Delhi,1,0,1,1,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Confirmed Incident
CASE-1566,Suspicious Login,2,0,1,0,Mumbai,0,1,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1567,Suspicious Login,3,0,0,0,Mumbai,1,0,0,0,0,0,15,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1568,Cloud Account Anomaly,2,0,0,1,Hyderabad,0,1,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1569,Suspicious Login,2,1,0,0,Unknown,0,0,0,1,0,0,15,LOW,Validate Alert → Check Authentication History → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-1570,Endpoint Malware,2,1,0,0,Mumbai,0,1,0,1,0,1,25,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
